"Date","Time","CO.GT.","PT08.S1.CO.","C6H6.GT.","PT08.S2.NMHC.","NOx.GT.","PT08.S3.NOx.","NO2.GT.","PT08.S4.NO2.","PT08.S5.O3.","T","RH","AH","NOx2","C6H6_2","NOx_RH","NOx_T","PAN_proxy","HONO_proxy","SAPRC_proxy"
"2004-08-30","06.00.00",0.9,1017,7.6,885,232,726,71,1609,884,21.5,64,1.6256,53824,57.76,14848,4988,110.139448,90.8266,104.787084
"2004-08-30","07.00.00",2.6,1336,23.3,1385,451,477,99,2133,1357,22.6,60.3,1.6287,203401,542.89,27195.3,10192.6,154.726322,126.048892,147.058201
"2004-08-30","08.00.00",3.6,1393,30.7,1567,297,416,139,2381,1562,23.8,56.5,1.64,88209,942.49,16780.5,7068.6,127.278362,105.857924,119.787241
"2004-08-30","09.00.00",2.2,1271,20.4,1308,237,517,134,2007,1411,25.7,50.6,1.6475,56169,416.16,11992.2,6090.9,124.765543,100.493498,124.336044
"2004-08-30","10.00.00",2.2,1169,13.7,1107,172,607,115,1818,1175,27.8,45.4,1.6751,29584,187.69,7808.8,4781.6,108.092747,92.637112,109.487921
"2004-08-30","11.00.00",2,1143,11.8,1043,172,643,119,1747,1079,29.9,39.6,1.6397,29584,139.24,6811.2,5142.8,104.814412,95.791664,104.513016
"2004-08-30","12.00.00",1.7,1084,10.1,980,146,679,89,1653,923,31.6,34.7,1.589,21316,102.01,5066.2,4613.6,94.926063,93.852996,94.346609
"2004-08-30","13.00.00",2.2,1051,9.3,950,146,715,80,1644,748,31.5,34.4,1.5665,21316,86.49,5022.4,4599,90.269727,94.170164,88.215741
"2004-08-30","14.00.00",1.4,1020,7.6,882,111,765,81,1553,635,31.2,35,1.5669,12321,57.76,3885,3463.2,79.386663,87.631728,78.378984
"2004-08-30","15.00.00",1.6,1111,13.1,1088,172,635,110,1719,884,33,31.4,1.5583,29584,171.61,5400.8,5676,99.980203,100.140808,98.156049
"2004-08-30","16.00.00",2.2,1125,12.2,1056,171,645,120,1716,929,33.8,29.2,1.5143,29241,148.84,4993.2,5779.8,100.420907,101.149164,98.462956
"2004-08-30","17.00.00",2.4,1099,11.9,1048,146,657,127,1711,779,33,29.5,1.4613,21316,141.61,4307,4818,92.106343,96.90294,91.071049
"2004-08-30","18.00.00",3.3,1132,14.1,1121,146,611,134,1757,906,32.3,30.2,1.4347,21316,198.81,4409.2,4715.8,95.868303,96.891964,96.441629
"2004-08-30","19.00.00",2.9,1077,11.3,1025,146,629,105,1677,772,28.4,38.4,1.4616,21316,127.69,5606.4,4146.4,92.612287,93.4044,92.408121
"2004-08-30","20.00.00",2.9,1076,10.3,988,165,648,110,1649,883,26.9,43.2,1.5052,27225,106.09,7128,4438.5,98.694762,94.05157,97.741181
"2004-08-30","21.00.00",1.9,1070,10.8,1008,172,656,105,1649,963,26,43.6,1.4407,29584,116.64,7499.2,4472,102.380232,95.688112,101.889376
"2004-08-30","22.00.00",1.7,1052,9.4,956,172,675,105,1581,987,25,47.6,1.4872,29584,88.36,8187.2,4300,102.320628,93.133712,101.533124
"2004-08-30","23.00.00",1.5,988,7.1,862,112,736,91,1539,893,24.6,50.9,1.5508,12544,50.41,5700.8,2755.2,86.611243,80.848276,88.376169
"2004-08-31","00.00.00",1.3,926,5.1,769,100,836,78,1467,801,24,55.6,1.6381,10000,26.01,5560,2400,80.029043,75.9812,80.834009
"2004-08-31","01.00.00",1,925,4.7,749,98,826,63,1482,739,23.5,58.3,1.6672,9604,22.09,5713.4,2303,77.776367,74.114584,78.148781
"2004-08-31","02.00.00",0.6,869,2.9,648,74,953,49,1401,644,22.7,60.8,1.6519,5476,8.41,4499.2,1679.8,68.376383,69.342724,68.775069
"2004-08-31","03.00.00",0.4,832,2.1,593,112,1049,70,1347,558,24.1,55.5,1.6481,12544,4.41,6216,2699.2,72.701443,77.850628,68.221269
"2004-08-31","04.00.00",0.6,854,2.9,645,62,954,40,1399,602,22.5,60.9,1.6424,3844,8.41,3775.8,1395,64.888543,67.617568,66.151669
"2004-08-31","05.00.00",0.7,913,4.3,726,58,861,49,1487,737,22,64.5,1.6847,3364,18.49,3741,1276,69.199487,65.0839,73.080041
"2004-08-31","06.00.00",0.9,976,6.6,840,111,756,71,1555,885,22.3,62.9,1.6754,12321,43.56,6981.9,2475.3,86.205403,73.577986,88.201904
"2004-08-31","07.00.00",1.9,1309,21,1323,422,505,112,2098,1360,23.1,60,1.6711,178084,441,25320,9748.2,152.54928,121.394428,145.8606
"2004-08-31","08.00.00",2.6,1333,26.2,1460,275,443,142,2231,1455,24.7,55.1,1.6872,75625,686.44,15152.5,6792.5,127.443267,102.96105,123.348096
"2004-08-31","09.00.00",2.2,1209,16.1,1182,193,546,125,1911,1255,27.7,46.1,1.6852,37249,259.21,8897.3,5346.1,114.081458,95.608802,115.024789
"2004-08-31","10.00.00",2.6,1180,15.3,1157,202,568,142,1874,1202,29.8,38.8,1.6029,40804,234.09,7837.6,6019.6,114.070767,101.82228,113.523681
"2004-08-31","11.00.00",2.3,1204,16.5,1196,172,552,149,1884,1250,31.5,32.6,1.478,29584,272.25,5607.2,5418,109.236355,100.388632,110.642525
"2004-08-31","12.00.00",2.1,1143,14.1,1119,172,610,124,1770,1103,31.8,30.5,1.4083,29584,198.81,5246,5469.6,105.639763,101.919844,105.719129
"2004-08-31","13.00.00",2.2,1120,12.2,1058,172,626,110,1716,1049,31.4,31.8,1.441,29584,148.84,5469.6,5400.8,103.950692,101.153048,103.247156
"2004-08-31","14.00.00",2.9,1030,8.9,935,146,726,93,1583,791,32.5,28.7,1.3796,21316,79.21,4190.2,4745,90.808623,97.930992,88.557389
"2004-08-31","15.00.00",1.9,1058,11,1016,209,673,101,1625,832,33.8,25.8,1.3338,43681,121,5392.2,7064.2,104.632795,111.33618,99.1695
"2004-08-31","16.00.00",1.4,1040,7.6,882,132,756,71,1560,635,34.5,28.6,1.5393,17424,57.76,3775.2,4554,82.909248,93.861352,79.458084
"2004-08-31","17.00.00",2,1093,10.1,981,166,666,82,1676,733,32.7,33,1.5987,27556,102.01,5478,5428.2,94.026663,97.953108,90.579309
"2004-08-31","18.00.00",2.7,1184,14.1,1119,243,594,104,1806,912,31.4,35.4,1.5972,59049,198.81,8602.2,7630.2,114.055938,110.76982,108.757329
"2004-08-31","19.00.00",2.8,1180,14.1,1121,247,568,105,1816,947,27.7,43.5,1.592,61009,198.81,10744.5,6841.9,116.330538,107.170246,111.930429
"2004-08-31","20.00.00",2,1079,10.3,988,165,633,87,1694,899,26.2,47.8,1.5979,27225,106.09,7887,4323,99.216962,90.78734,98.531281
"2004-08-31","21.00.00",2.1,1095,11.5,1032,187,621,98,1730,984,25.7,48.7,1.5825,34969,132.25,9106.9,4805.9,106.08473,94.08871,105.095925
"2004-08-31","22.00.00",2,1073,10.9,1009,206,639,105,1655,955,25.2,50.1,1.58,42436,118.81,10320.6,5191.2,108.703103,96.409324,106.212929
"2004-08-31","23.00.00",1.8,1063,10.4,991,200,655,104,1672,966,24.4,53.4,1.6031,40000,108.16,10680,4880,107.765488,93.1646,105.677744
"2004-09-01","00.00.00",1.9,1046,9.5,960,189,671,96,1637,899,23.7,55.4,1.6031,35721,90.25,10470.6,4479.3,103.73617,90.266898,101.646125
"2004-09-01","01.00.00",1.3,953,7,858,136,742,79,1544,780,22.8,58.5,1.5992,18496,49,7956,3100.8,88.96702,80.236692,88.5247
"2004-09-01","02.00.00",0.7,864,3.3,673,83,947,61,1412,636,22.8,58.5,1.5985,6889,10.89,4855.5,1892.4,70.592282,72.150376,70.512801
"2004-09-01","03.00.00",0.5,829,2.6,628,90,994,54,1378,577,22.3,59.7,1.5889,8100,6.76,5373,2007,69.762968,72.72096,68.159784
"2004-09-01","04.00.00",0.5,838,2.8,639,72,963,48,1391,596,20.8,64.9,1.571,5184,7.84,4672.8,1497.6,67.058192,67.536692,67.697056
"2004-09-01","05.00.00",0.6,913,4.3,728,121,802,63,1418,887,19.7,66.8,1.5184,14641,18.49,8082.8,2383.7,86.225002,73.988586,86.221941
"2004-09-01","06.00.00",1.3,1039,8.5,921,268,687,92,1556,1115,19.8,64.3,1.4678,71824,72.25,17232.4,5306.4,122.931555,97.55486,118.131625
"2004-09-01","07.00.00",3.6,1252,20.9,1320,451,499,99,2001,1374,20.6,62.3,1.4915,203401,436.81,28097.3,9290.6,157.315578,126.273732,150.981929
"2004-09-01","08.00.00",4.9,1410,35.2,1669,458,393,117,2555,1644,23.2,54,1.5143,209764,1239.04,24732,10625.6,144.035052,135.195344,128.553936
"2004-09-01","09.00.00",3.9,1217,18.7,1261,487,533,142,1941,1375,26.3,43.1,1.4542,237169,349.69,20989.7,12808.1,161.810922,151.103586,154.258221
"2004-09-01","10.00.00",2.2,1114,12.8,1077,319,633,121,1705,1199,29.1,35.4,1.4008,101761,163.84,11292.6,9282.9,133.678207,127.114362,126.947556
"2004-09-01","11.00.00",1.9,1026,11.2,1020,269,689,122,1603,992,30,31.6,1.3176,72361,125.44,8500.4,8070,119.793687,120.910584,113.094296
"2004-09-01","12.00.00",2.2,1051,13.3,1094,224,646,108,1675,966,32.4,26.3,1.2594,50176,176.89,5891.2,7257.6,111.640747,115.103756,107.280401
"2004-09-01","13.00.00",2,1027,11.3,1024,162,700,80,1588,814,31.3,29.1,1.3054,26244,127.69,4714.2,5070.6,96.108647,101.615856,94.319421
"2004-09-01","14.00.00",1.7,996,10.4,992,189,722,93,1580,727,31.1,28.6,1.2718,35721,108.16,5405.4,5877.9,98.698183,107.40975,94.208644
"2004-09-01","15.00.00",2,1028,12.3,1060,213,686,108,1601,806,33.3,24.4,1.232,45369,151.29,5197.2,7092.9,105.386602,113.884978,100.146661
"2004-09-01","16.00.00",2.1,1030,12.3,1060,245,705,118,1588,852,35.5,21.2,1.2022,60025,151.29,5194,8697.5,111.698122,121.10859,104.424061
"2004-09-01","17.00.00",3.2,1133,19.4,1280,341,595,149,1791,1093,34.6,22,1.189,116281,376.36,7502,11798.6,132.984443,140.240164,124.098524
"2004-09-01","18.00.00",4,1180,21.5,1339,382,567,171,1868,1211,33.3,23.6,1.1842,145924,462.25,9015.2,12720.6,140.995855,148.083316,131.581125
"2004-09-01","19.00.00",4.4,1261,25.7,1446,358,528,154,2061,1346,30,28.5,1.1896,128164,660.49,10203,10740,137.522287,141.60798,128.642841
"2004-09-01","20.00.00",3,1093,14.5,1133,288,599,122,1708,1200,28,33,1.2264,82944,210.25,9504,8064,129.263955,125.2554,124.483225
"2004-09-01","21.00.00",2.2,1068,11.4,1029,252,650,126,1612,1192,27.2,37.4,1.3279,63504,129.96,9424.8,6854.4,122.316508,114.726584,118.451964
"2004-09-01","22.00.00",1.7,1031,9.5,958,201,700,121,1560,1074,26.6,39.9,1.3657,40401,90.25,8019.9,5346.6,109.52397,103.579468,107.063425
"2004-09-01","23.00.00",1.9,1055,11.6,1037,225,635,125,1632,1161,25.3,41.7,1.3247,50625,134.56,9382.5,5692.5,117.327583,107.47125,115.263804
"2004-09-02","00.00.00",2,1060,11.4,1029,242,622,126,1663,1210,24.3,44.7,1.3432,58564,129.96,10817.4,5880.6,121.599408,108.582328,119.066664
"2004-09-02","01.00.00",1.5,962,7.5,880,167,726,96,1484,1050,24.4,45.6,1.3779,27889,56.25,7615.2,4074.8,101.51473,94.465784,100.463425
"2004-09-02","02.00.00",0.8,874,5.3,776,99,846,73,1416,873,23.1,49.9,1.3891,9801,28.09,4940.1,2286.9,81.948482,80.420122,83.663381
"2004-09-02","03.00.00",0.6,832,3.1,661,71,977,50,1312,766,22.7,51.3,1.3977,5041,9.61,3642.3,1611.7,70.927818,75.014826,72.542149
"2004-09-02","04.00.00",0.6,834,4,709,87,907,65,1348,835,21.8,54.1,1.4004,7569,16,4706.7,1896.6,77.278455,76.373196,78.974
"2004-09-02","05.00.00",0.7,865,4.6,745,164,866,90,1394,901,21,56.9,1.3999,26896,21.16,9331.6,3444,95.051108,87.328196,91.896644
"2004-09-02","06.00.00",0.8,903,5.8,803,87,819,58,1471,853,21.8,55.5,1.4323,7569,33.64,4828.5,1896.6,79.820307,75.426124,83.135276
"2004-09-02","07.00.00",2.9,1236,20,1297,93,542,27,1997,1321,21.6,57.2,1.4607,8649,400,5319.6,2008.8,96.253455,75.352368,106.3142
"2004-09-02","08.00.00",5.2,1464,30,1552,417,419,67,2366,1738,22.8,54.2,1.4886,173889,900,22601.4,9507.6,150.835455,128.913048,141.7966
"2004-09-02","09.00.00",3.3,1258,18.7,1261,406,514,96,1940,1603,26.2,45,1.5098,164836,349.69,18270,10637.2,156.627487,134.518288,151.341521
"2004-09-02","10.00.00",2.6,1203,15.8,1174,235,577,147,1824,1426,30.8,34.8,1.5165,55225,249.64,8178,7238,125.104627,110.5286,123.850676
"2004-09-02","11.00.00",2.3,1156,14.3,1127,172,616,132,1767,1295,34.1,28.8,1.5105,29584,204.49,4953.6,5865.2,109.772387,101.420864,110.531141
"2004-09-02","12.00.00",2.1,1106,14.4,1130,153,623,132,1726,1093,35.9,24.7,1.437,23409,207.36,3779.1,5492.7,100.986703,99.787494,101.407524
"2004-09-02","13.00.00",2.2,1008,11.6,1037,162,697,106,1587,803,33.7,25.1,1.2915,26244,134.56,4066.2,5459.4,95.495388,102.964528,93.179604
"2004-09-02","14.00.00",1.4,1011,11.1,1017,146,704,118,1569,738,34.4,24,1.279,21316,123.21,3504,5022.4,90.496623,100.191936,88.552289
"2004-09-02","15.00.00",1.6,1049,13.5,1100,146,667,122,1635,870,36.4,20.3,1.214,21316,182.25,2963.8,5314.4,94.073695,101.577924,93.289825
"2004-09-02","16.00.00",2.2,1053,13.7,1108,163,694,129,1570,873,38.7,17.3,1.1729,26569,187.69,2819.9,6308.1,96.994922,105.529378,94.510221
"2004-09-02","17.00.00",2.4,1088,15.3,1159,149,666,129,1626,889,37.2,18.9,1.1774,22201,234.09,2816.1,5542.8,95.154882,102.662368,94.442481
"2004-09-02","18.00.00",3.3,1248,26,1454,302,550,203,1917,1599,36.1,20,1.1767,91204,676,6040,10902.2,133.24438,133.000788,126.2381
"2004-09-02","19.00.00",4.1,1374,28.6,1517,531,490,206,2069,1704,32.8,29.4,1.4344,281961,817.96,15611.4,17416.8,164.470323,169.263216,153.411364
"2004-09-02","20.00.00",2.9,1213,17,1210,330,572,165,1809,1424,30,35.9,1.4958,108900,289,11847,9900,140.8294,127.44402,135.5951
"2004-09-02","21.00.00",1.9,1108,12,1051,172,640,118,1616,1199,28.7,38.2,1.4794,29584,144,6570.4,4936.4,107.99168,97.99564,108.7975
"2004-09-02","22.00.00",1.7,1071,10.1,982,172,649,88,1557,1099,28.1,40.4,1.512,29584,102.01,6948.8,4833.2,104.803723,96.632976,104.323109
"2004-09-02","23.00.00",1.5,1044,9.7,967,146,672,103,1540,1133,27.4,41.4,1.4877,21316,94.09,6044.4,4000.4,100.525607,91.79504,102.058881
"2004-09-03","00.00.00",1.3,1045,9.6,964,111,666,87,1554,1140,26.4,44,1.4919,12321,92.16,4884,2930.4,93.899183,84.439056,98.360344
"2004-09-03","01.00.00",1.2,1004,8.5,921,111,699,81,1495,1092,24.9,47.9,1.4855,12321,72.25,5316.9,2763.9,92.27677,82.65243,96.185325
"2004-09-03","02.00.00",1.2,944,5.7,796,59,784,62,1407,1021,24,50.3,1.476,3481,32.49,2967.7,1416,77.395602,72.886832,83.626641
"2004-09-03","03.00.00",0.6,868,3.1,657,82,921,53,1356,764,25.2,47.9,1.5129,6724,9.61,3927.8,2066.4,72.673503,77.563444,72.705649
"2004-09-03","04.00.00",0.8,850,2.7,632,42,954,51,1316,803,24.2,50.6,1.5011,1764,7.29,2125.2,1016.4,64.765727,69.778448,68.531361
"2004-09-03","05.00.00",0.8,873,3.3,668,84,911,52,1354,744,23.1,55,1.5357,7056,10.89,4620,1940.4,73.309547,74.460616,73.740901
"2004-09-03","06.00.00",0.8,905,5.1,766,111,842,54,1438,818,22.9,56.2,1.5522,12321,26.01,6238.2,2541.9,82.887138,78.021398,83.162309
"2004-09-03","07.00.00",1.8,1249,18,1239,176,540,85,1953,1285,22,59.3,1.5523,30976,324,10436.8,3872,112.43972,86.337108,116.1016
"2004-09-03","08.00.00",3.6,1488,34.5,1653,458,388,119,2537,1782,23.7,54,1.5627,209764,1190.25,24732,10854.6,148.732055,134.421004,134.800125
"2004-09-03","09.00.00",2.6,1300,20,1296,252,489,158,1989,1639,26.7,45.7,1.5747,63504,400,11516.4,6728.4,132.80688,106.83898,132.8339
"2004-09-03","10.00.00",4,1311,18.9,1267,401,524,188,1941,1662,31.4,34.5,1.5599,160801,357.21,13834.5,12591.4,156.205098,140.164476,150.109889
"2004-09-03","11.00.00",3,1232,17,1210,196,565,159,1832,1478,34.5,28.5,1.5324,38416,289,5586,6762,118.45642,105.77754,119.0076
"2004-09-03","12.00.00",2.1,1113,13.4,1096,153,635,129,1636,1050,36.4,23.6,1.4064,23409,179.56,3610.8,5569.2,99.690763,100.280536,99.488004
"2004-09-03","13.00.00",1.8,1048,11.2,1021,146,698,93,1570,846,35.1,23.2,1.2884,21316,125.44,3387.2,5124.6,92.973412,100.282596,91.571996
"2004-09-03","14.00.00",1.4,1054,11.6,1036,146,697,117,1585,830,35.7,22.2,1.2765,21316,134.56,3241.2,5212.2,92.651428,100.61074,91.167604
"2004-09-03","15.00.00",1.6,1104,13.5,1102,172,670,133,1609,1480,37.6,19.6,1.2534,29584,182.25,3371.2,6467.2,113.331155,106.28184,114.204225
"2004-09-03","16.00.00",2.2,1130,13.9,1113,172,674,152,1623,1127,38.8,17.6,1.1979,29584,193.21,3027.2,6673.6,104.764883,106.967456,103.260089
"2004-09-03","17.00.00",4.6,1229,21.9,1348,250,565,194,1830,1445,39.3,16,1.1138,62500,479.61,4000,9825,124.133623,123.4019,119.578349
"2004-09-03","18.00.00",4.3,1347,23.2,1382,302,529,204,1961,1543,37,23.6,1.4639,91204,538.24,7127.2,11174,134.587012,127.938072,128.355816
"2004-09-03","19.00.00",4.9,1424,24.5,1417,363,488,206,2092,1674,33.2,30.1,1.5095,131769,600.25,10926.3,12051.6,146.72013,136.397112,139.575625
"2004-09-03","20.00.00",4,1305,16.3,1188,374,546,168,1843,1524,31,33.1,1.462,139876,265.69,12379.4,11594,149.749287,137.597884,143.533521
"2004-09-03","21.00.00",2.6,1180,13.1,1088,146,619,123,1662,1339,29.5,33.4,1.3562,21316,171.61,4876.4,4307,106.534343,96.529324,110.210549
"2004-09-03","22.00.00",1.3,1029,8.1,904,146,709,92,1460,992,29.1,36.7,1.4502,21316,65.61,5358.2,4248.6,95.660743,94.212216,94.997349
"2004-09-03","23.00.00",1.5,1080,8.1,902,146,702,85,1516,1048,27.8,40.7,1.5002,21316,65.61,5942.2,4058.8,97.256143,92.040364,97.253249
"2004-09-04","00.00.00",2.2,1197,11.4,1029,117,601,97,1628,1362,26,45.3,1.4999,13689,129.96,5300.1,3042,101.460483,84.803776,107.748564
"2004-09-04","01.00.00",1.2,1006,6.7,845,98,738,77,1430,978,25.8,45.4,1.487,9604,44.89,4449.2,2528.4,85.170007,81.605568,88.038401
"2004-09-04","02.00.00",0.9,987,6.2,820,54,772,63,1400,935,25.4,45.9,1.4684,2916,38.44,2478.6,1371.6,74.528912,73.95862,80.733796
"2004-09-04","03.00.00",0.8,958,4.5,735,111,816,69,1409,906,25.2,46.4,1.464,12321,20.25,5150.4,2797.2,83.80577,83.532072,83.565625
"2004-09-04","04.00.00",0.8,962,4.7,747,98,813,65,1431,913,23,52.7,1.4568,9604,22.09,5164.6,2254,82.018567,78.360076,83.590281
"2004-09-04","05.00.00",0.8,958,4.6,744,111,809,74,1419,903,22.1,54.5,1.4337,12321,21.16,6049.5,2453.1,84.481883,79.810694,85.056344
"2004-09-04","06.00.00",1,976,5.3,780,108,795,74,1467,898,22.5,53.6,1.4422,11664,28.09,5788.8,2430,84.494067,79.695648,85.768181
"2004-09-04","07.00.00",1.7,1088,9.1,945,172,636,93,1613,1165,22,55.4,1.4436,29584,82.81,9528.8,3784,106.956163,89.040008,107.831129
"2004-09-04","08.00.00",1.9,1159,11,1016,172,595,98,1681,1260,23.4,51.6,1.4639,29584,121,8875.2,4024.8,110.07518,91.086384,112.1397
"2004-09-04","09.00.00",2,1156,10.3,988,168,615,116,1634,1250,26.7,43,1.4808,28224,106.09,7224,4485.6,108.039867,94.908064,109.202781
"2004-09-04","10.00.00",2.2,1202,11.2,1021,172,649,119,1644,1226,31.3,32.9,1.4771,29584,125.44,5658.8,5383.6,107.766872,100.302692,107.801396
"2004-09-04","11.00.00",2.3,1226,12.9,1080,172,622,132,1697,1188,34.8,27.1,1.4837,29584,166.41,4661.2,5985.6,106.797443,102.274076,106.364969
"2004-09-04","12.00.00",2.3,1181,13.2,1091,146,638,130,1637,1072,38.3,21.5,1.4263,21316,174.24,3139,5591.8,98.427652,99.137512,98.356316
"2004-09-04","13.00.00",1.8,1062,9.8,969,120,729,93,1459,782,37.1,21.2,1.3107,14400,96.04,2544,4452,85.151972,95.28332,84.200536
"2004-09-04","14.00.00",1.4,1013,7.9,897,93,798,95,1351,594,37.3,20.3,1.2771,8649,62.41,1887.9,3468.9,73.771218,90.54889,72.719869
"2004-09-04","15.00.00",1.6,1029,8.3,913,114,787,120,1373,607,38.3,19.3,1.2736,12996,68.89,2200.2,4366.2,78.474247,94.66944,75.784501
"2004-09-04","16.00.00",2.3,1144,11.9,1046,171,682,129,1564,879,40.7,17,1.2793,29241,141.61,2907,6959.7,97.723818,105.678458,93.684949
"2004-09-04","17.00.00",2.4,1159,12.3,1059,133,664,127,1580,945,39.5,18.5,1.3076,17689,151.29,2460.5,5253.5,92.348802,98.08047,91.890061
"2004-09-04","18.00.00",2.1,1113,10,978,143,705,110,1538,946,36.6,22.6,1.3664,20449,100,3231.8,5233.8,93.819455,99.01338,92.3492
"2004-09-04","19.00.00",1.8,1100,9.1,944,111,730,103,1524,882,32.8,28.2,1.3842,12321,82.81,3130.2,3640.8,86.126778,91.452624,87.175729
"2004-09-04","20.00.00",1.7,1037,7.8,890,111,765,73,1408,735,30.7,30.7,1.3338,12321,60.84,3407.7,3407.7,82.040107,91.09865,81.903056
"2004-09-04","21.00.00",1.9,1055,10.3,988,146,720,106,1490,874,30.1,28.7,1.2052,21316,106.09,4190.2,4394.6,94.179607,99.805776,93.754581
"2004-09-04","22.00.00",1.6,980,8,901,111,812,88,1369,731,29.7,25.4,1.044,12321,64,2819.4,3296.7,82.314895,95.638542,82.5215
"2004-09-04","23.00.00",2.6,1083,13.3,1094,146,706,120,1537,926,29.6,24.3,0.9889,21316,176.89,3547.8,4321.6,96.734647,103.702452,97.882801
"2004-09-05","00.00.00",5.8,1399,30.3,1558,402,473,173,2052,1652,28,29.1,1.0846,161604,918.09,11698.2,11256,145.161567,152.265012,134.351681
"2004-09-05","01.00.00",3,1194,18.5,1255,172,555,130,1694,1452,27.2,33.3,1.1788,29584,342.25,5727.6,4678.4,114.453555,103.427732,118.140425
"2004-09-05","02.00.00",1.5,970,7.3,870,111,792,64,1376,943,27.5,30.9,1.1155,12321,53.29,3429.9,3052.5,87.197442,93.177754,88.790861
"2004-09-05","03.00.00",0.9,898,4.2,721,122,912,58,1264,594,27.1,33.3,1.1762,14884,17.64,4062.6,3306.2,77.831632,93.842144,74.061976
"2004-09-05","04.00.00",1.1,929,5.1,769,111,879,45,1335,607,26.4,35.1,1.1919,12321,26.01,3896.1,2930.4,77.158338,90.895472,75.281809
"2004-09-05","05.00.00",0.9,913,4.4,734,62,864,53,1338,646,25.6,37.6,1.2131,3844,19.36,2331.2,1587.2,67.279628,80.41024,69.450224
"2004-09-05","06.00.00",0.7,854,2.2,600,111,1102,62,1252,542,25.4,38.6,1.2352,12321,4.84,4284.6,2819.4,72.004507,89.051492,67.294556
"2004-09-05","07.00.00",0.6,881,2.9,647,65,964,50,1250,550,25.5,38.2,1.2296,4225,8.41,2483,1657.5,63.679938,80.65443,63.625669
"2004-09-05","08.00.00",0.7,867,2.5,618,111,1042,67,1231,488,27,34.3,1.2089,12321,6.25,3807.3,2997,70.83357,91.058788,65.705625
"2004-09-05","09.00.00",0.8,885,2.8,638,52,1059,55,1248,484,29.9,29.6,1.2296,2704,7.84,1539.2,1554.8,58.314792,81.003024,57.885756
"2004-09-05","10.00.00",0.9,899,3,654,81,1037,64,1254,481,31.9,26.8,1.2477,6561,9,2170.8,2583.9,64.238795,87.248174,60.8924
"2004-09-05","11.00.00",1,886,2.7,633,119,1071,58,1214,453,33,23.5,1.1583,14161,7.29,2796.5,3927,70.681442,96.31422,63.449961
"2004-09-05","12.00.00",0.9,864,3,651,43,1096,52,1193,443,34.5,19.3,1.0369,1849,9,829.9,1483.5,54.753955,82.871894,54.0026
"2004-09-05","13.00.00",0.7,822,2.4,611,45,1191,56,1138,403,33.2,19,0.9533,2025,5.76,855,1494,53.644543,84.14916,52.178184
"2004-09-05","14.00.00",0.6,810,2.2,597,28,1255,36,1106,361,32.2,20.5,0.9699,784,4.84,574,901.6,48.859492,80.277204,48.809156
"2004-09-05","15.00.00",0.6,784,1.9,576,39,1327,46,1060,342,32.6,17.5,0.8467,1521,3.61,682.5,1271.4,50.276618,84.082356,48.637049
"2004-09-05","16.00.00",0.8,823,2.7,633,46,1228,56,1103,366,33,17.5,0.8683,2116,7.29,805,1518,53.450567,85.35302,52.006961
"2004-09-05","17.00.00",0.9,863,3.4,678,52,1153,69,1139,434,32.9,17.5,0.8622,2704,11.56,910,1710.8,57.343588,86.674732,56.456304
"2004-09-05","18.00.00",1.1,880,4.3,728,60,1046,67,1167,514,31.6,18,0.8243,3600,18.49,1080,1896,62.378107,88.79544,62.379241
"2004-09-05","19.00.00",1.7,951,7,859,104,897,101,1267,718,29.3,20.4,0.8162,10816,49,2121.6,3047.2,79.78482,98.043624,79.9132
"2004-09-05","20.00.00",1.5,942,5.5,786,111,930,92,1245,705,27.8,24.4,0.9002,12321,30.25,2708.4,3085.8,79.65977,97.684596,78.377825
"2004-09-05","21.00.00",1.6,988,7,859,111,845,100,1341,799,27.1,26.9,0.9524,12321,49,2985.9,3008.1,83.573995,96.357538,84.1648
"2004-09-05","22.00.00",1.7,1008,6.7,845,146,832,94,1349,856,26.3,29.5,0.9959,21316,44.89,4307,3839.8,91.735647,102.136712,89.964901
"2004-09-05","23.00.00",1.3,965,5.1,769,146,878,65,1315,667,25.9,32.9,1.0826,21316,26.01,4803.4,3781.4,85.617863,99.73992,81.538309
"2004-09-06","00.00.00",1.3,957,4.1,717,111,911,62,1322,579,25.3,36.9,1.1764,12321,16.81,4095.9,2808.3,75.506578,90.354246,72.863829
"2004-09-06","01.00.00",1,921,3.2,666,83,954,59,1288,480,24.8,40.1,1.2378,6889,10.24,3328.3,2058.4,66.339687,83.195104,64.716216
"2004-09-06","02.00.00",0.6,854,1.7,562,69,1106,50,1224,400,24.3,42.9,1.2906,4761,2.89,2960.1,1676.7,59.439522,79.107014,57.171101
"2004-09-06","03.00.00",0.5,826,1,504,99,1250,55,1204,385,24,45.5,1.3404,9801,1,4504.5,2376,64.265195,82.90536,58.6329
"2004-09-06","04.00.00",0.8,828,1,501,19,1281,31,1189,385,23.9,47.4,1.3881,361,1,900.6,454.1,47.276595,67.83929,48.9972
"2004-09-06","05.00.00",0.4,892,1.9,580,40,1076,33,1271,516,23.5,49.1,1.3991,1600,3.61,1964,940,56.472723,70.68314,58.009349
"2004-09-06","06.00.00",0.7,954,3.1,660,110,938,54,1342,728,23.7,49.2,1.4195,12100,9.61,5412,2607,77.855223,82.3741,75.678149
"2004-09-06","07.00.00",1.8,1120,7.8,890,146,728,68,1546,1035,23.6,49.6,1.4247,21316,60.84,7241.6,3445.6,97.544832,88.22936,98.283356
